ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/73/10,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",10,1,Catégorie du paramètre,(voir la table de code 4.1),,4.1,,Operational,Original
grib2/4/73/11,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",11,1,Numéro du paramètre,(voir la table de code 4.2),,4.2,,Operational,Original
grib2/4/73/12-13,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",12-13,2,Indicateur pour le traitement des données d'entrée,(voir la note 1),,,,Operational,Original
grib2/4/73/14-15,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",14-15,2,Centre d'origine des données d'entrée,(voir la table de code commune C-11 et la note 2),,CCT-11,,Operational,Original
grib2/4/73/16,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",16,1,Type de post-traitement,(voir la note 3),,,,Operational,Original
grib2/4/73/17,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",17,1,Type du processus de production,(voir la table de code 4.3),,4.3,,Operational,Original
grib2/4/73/18,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",18,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,Original
grib2/4/73/19,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",19,1,Indicateur du processus de production de la prévision (défini par le centre d'origine),,,,,Operational,Original
grib2/4/73/20-21,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",20-21,2,Limite (heures) de tombée des données après l'heure de référence,(voir la note 4),,,,Operational,Original
grib2/4/73/22,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",22,1,Limite (minutes) de tombée des données après l'heure de référence,,,,,Operational,Original
grib2/4/73/23,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",23,1,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,4.4,,Operational,Original
grib2/4/73/24-27,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",24-27,4,Heure de la prévision exprimée dans l'unité précisée par l'octet 23,(voir la note 5),,,,Operational,Original
grib2/4/73/28,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",28,1,Type de la première surface spécifiée,(voir la table de code 4.5),,4.5,,Operational,Original
grib2/4/73/29,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",29,1,Facteur d'échelle - première surface spécifiée,,,,,Operational,Original
grib2/4/73/30-33,"Modèle de définition du produit 4.73 Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",30-33,4,Valeur ajustée - première surface spécifiée,,,,,Operational,Original
