ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/44/10,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",10,,Catégorie du paramètre,(voir la table de code 4.1),,,,Deprecated,Original
grib2/4/44/11,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",11,,Numéro du paramètre,(voir la table de code 4.2),,,,Deprecated,Original
grib2/4/44/12-13,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",12-13,,Type d'aérosol,(voir la table de code 4.233),,,,Deprecated,Original
grib2/4/44/14,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",14,,Type d'intervalle pour la première et la deuxième taille,(voir la table de code 4.91),,,,Deprecated,Original
grib2/4/44/15,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",15,,Facteur d'échelle de la première taille,,,,,Deprecated,Original
grib2/4/44/16-19,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",16-19,,Valeur ajustée de la première taille en mètres,,,,,Deprecated,Original
grib2/4/44/20,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",20,,Facteur d'échelle de la deuxième taille,,,,,Deprecated,Original
grib2/4/44/21-24,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",21-24,,Valeur ajustée de la deuxième taille en mètres,,,,,Deprecated,Original
grib2/4/44/25,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",25,,Type du processus de production,(voir la table de code 4.3),,,,Deprecated,Original
grib2/4/44/26,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",26,,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Deprecated,Original
grib2/4/44/27,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",27,,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Deprecated,Original
grib2/4/44/28-29,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",28-29,,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note 1),,,,Deprecated,Original
grib2/4/44/30,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",30,,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Deprecated,Original
grib2/4/44/31,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",31,,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,,,Deprecated,Original
grib2/4/44/32-33,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",32-33,,Heure de la prévision exprimée dans l'unité précisée par l'octet 31,,,,,Deprecated,Original
grib2/4/44/34,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",34,,Type de la première surface spécifiée,(voir la table de code 4.5),,,,Deprecated,Original
grib2/4/44/35,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",35,,Facteur d'échelle - première surface spécifiée,,,,,Deprecated,Original
grib2/4/44/36-39,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",36-39,,Valeur ajustée - première surface spécifiée,,,,,Deprecated,Original
grib2/4/44/40,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",40,,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,,,Deprecated,Original
grib2/4/44/41,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",41,,Facteur d'échelle - deuxième surface spécifiée,,,,,Deprecated,Original
grib2/4/44/42-45,"Modèle de définition du produit 4.44 — Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",42-45,,Valeur ajustée - deuxième surface spécifiée,,,,,Deprecated,Original
