ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/51/10,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",10,,Catégorie du paramètre,(voir la table de code 4.1),,,,Operational,Original
grib2/4/51/11,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",11,,Numéro du paramètre,(voir la table de code 4.2),,,,Operational,Original
grib2/4/51/12,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",12,,Type du processus de production,(voir la table de code 4.3),,,,Operational,Original
grib2/4/51/13,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",13,,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,Original
grib2/4/51/14,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",14,,Indicateur du processus de production de la prévision (défini par le centre d'origine),,,,,Operational,Original
grib2/4/51/15-16,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",15-16,,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir note),,,,Operational,Original
grib2/4/51/17,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",17,,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,Original
grib2/4/51/18,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",18,,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,,,Operational,Original
grib2/4/51/19-22,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",19-22,,Heure de la prévision exprimée dans l'unité précisée par l'octet 18,,,,,Operational,Original
grib2/4/51/23,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",23,,Type de la première surface spécifiée,(voir la table de code 4.5),,,,Operational,Original
grib2/4/51/24,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",24,,Facteur d'échelle - première surface spécifiée,,,,,Operational,Original
grib2/4/51/25-28,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",25-28,,Valeur ajustée - première surface spécifiée,,,,,Operational,Original
grib2/4/51/29,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",29,,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,,,Operational,Original
grib2/4/51/30,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",30,,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,Original
grib2/4/51/31-34,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",31-34,,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,Original
grib2/4/51/35,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",35,,NC - nombre de catégories,,,,,Operational,Original
grib2/4/51/36-,"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",36-,,"Répéter les douze octets qui suivent pour chaque catégorie (i = 1, NC)",,,,,Operational,Original
grib2/4/51/(36+12(i-1)),"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",(36+12(i-1)),,Chiffre du code,,,,,Operational,Original
grib2/4/51/(37+12(i-1)),"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",(37+12(i-1)),,Type d'intervalle pour la première et la deuxième limite,(voir la table de code 4.91),,,,Operational,Original
grib2/4/51/(38+12(i-1)),"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",(38+12(i-1)),,Facteur d'échelle - première limite,,,,,Operational,Original
grib2/4/51/(39+12(i-1))-(42+12(i-1)),"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",(39+12(i-1))-(42+12(i-1)),,Valeur ajustée – première limite,,,,,Operational,Original
grib2/4/51/(43+12(i-1)),"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",(43+12(i-1)),,Facteur d'échelle - deuxième limite,,,,,Operational,Original
grib2/4/51/(44+12(i-1))-(47+12(i-1)),"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",(44+12(i-1))-(47+12(i-1)),,Valeur ajustée – deuxième limite,,,,,Operational,Original
