ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/56/10,"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",10,1,Catégorie du paramètre,(voir la table de code 4.1),,4.1,,Deprecated,Original
grib2/4/56/11,"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",11,1,Numéro du paramètre,(voir la table de code 4.2),,4.2,,Deprecated,Original
grib2/4/56/12,"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",12,1,Classification des dalles,(voir la table de code 4.242),,4.242,,Deprecated,Original
grib2/4/56/13,"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",13,1,Nombre total (NT) de paires de dalles ou de caractéristiques,(voir les notes 1 et 2),,,,Deprecated,Original
grib2/4/56/14,"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",14,1,Nombre de dalles spatiales utilisées (NUT),(voir les notes 1 et 2),,,,Deprecated,Original
grib2/4/56/15,"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",15,1,"Indice des dalles (ITN = {1,..., NUT})",(voir la note 1),,,,Deprecated,Original
grib2/4/56/16,"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",16,1,Nombre de caractéristiques de dalle utilisées (NAT) pour ITN,(voir la note 1),,,,Deprecated,Original
grib2/4/56/17,"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",17,1,"Caractéristique de la dalle (A = {A(1),..., A(NAT(ITN))})",(voir la table de code 4.241)  (voir la note 1),,4.241,,Deprecated,Original
grib2/4/56/18,(Modèle de définition du produit 4.56 suite),18,1,Type du processus de production,(voir la table de code 4.3),,4.3,,Deprecated,Original
grib2/4/56/19,(Modèle de définition du produit 4.56 suite),19,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Deprecated,Original
grib2/4/56/20,(Modèle de définition du produit 4.56 suite),20,1,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Deprecated,Original
grib2/4/56/21-22,(Modèle de définition du produit 4.56 suite),21-22,2,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note 3),,,,Deprecated,Original
grib2/4/56/23,(Modèle de définition du produit 4.56 suite),23,1,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Deprecated,Original
grib2/4/56/24,(Modèle de définition du produit 4.56 suite),24,1,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,4.4,,Deprecated,Original
grib2/4/56/25-28,(Modèle de définition du produit 4.56 suite),25-28,4,Heure de la prévision exprimée dans l'unité précisée par l'octet 24,,,,,Deprecated,Original
grib2/4/56/29,(Modèle de définition du produit 4.56 suite),29,1,Type de la première surface spécifiée,(voir la table de code 4.5),,4.5,,Deprecated,Original
grib2/4/56/30,(Modèle de définition du produit 4.56 suite),30,1,Facteur d'échelle - première surface spécifiée,,,,,Deprecated,Original
grib2/4/56/31-34,(Modèle de définition du produit 4.56 suite),31-34,4,Valeur ajustée - première surface spécifiée,,,,,Deprecated,Original
grib2/4/56/35,(Modèle de définition du produit 4.56 suite),35,1,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,4.5,,Deprecated,Original
grib2/4/56/36,(Modèle de définition du produit 4.56 suite),36,1,Facteur d'échelle - deuxième surface spécifiée,,,,,Deprecated,Original
grib2/4/56/37-40,(Modèle de définition du produit 4.56 suite),37-40,4,Valeur ajustée - deuxième surface spécifiée,,,,,Deprecated,Original
grib2/4/56/41,(Modèle de définition du produit 4.56 suite),41,1,Numéro de la perturbation,,,,,Deprecated,Original
grib2/4/56/42,(Modèle de définition du produit 4.56 suite),42,1,Nombre de prévisions dans l'ensemble,,,,,Deprecated,Original
