ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/3/62/15,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,15,,Type de représentation des données spectrales,(voir la table de code 3.6),,,,Operational,Original
grib2/3/62/16-19,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,16-19,,N - paramètre de résolution avec transformée de Fourier 2D,,,,,Operational,Original
grib2/3/62/20-23,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,20-23,,M - paramètre de résolution avec transformée de Fourier 2D,,,,,Operational,Original
grib2/3/62/24,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,24,,Type de troncature avec transformée de Fourier 2D,(voir la table de code 3.25),,,,Operational,Original
grib2/3/62/25-32,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,25-32,,Lx - taille en mètres du domaine le long de l'axe des x,,,,,Operational,Original
grib2/3/62/33-40,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,33-40,,Lux - taille en mètres du sous-domaine de prévision numérique le long de l'axe des x,,,,,Operational,Original
grib2/3/62/41-48,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,41-48,,Lcx - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des x,,,,,Operational,Original
grib2/3/62/49-56,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,49-56,,Ly - taille en mètres du domaine le long de l'axe des y,,,,,Operational,Original
grib2/3/62/57-64,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,57-64,,Luy - taille en mètres du sous-domaine de prévision numérique le long de l'axe des y,,,,,Operational,Original
grib2/3/62/65-72,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,65-72,,Lcy - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des y,,,,,Operational,Original
grib2/3/62/73,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,73,,Forme de la Terre,(voir la table de code 3.2),,,,Operational,Original
grib2/3/62/74,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,74,,Facteur d'échelle du rayon de la Terre sphérique,,,,,Operational,Original
grib2/3/62/75-78,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,75-78,,Valeur ajustée du rayon de la Terre sphérique,,,,,Operational,Original
grib2/3/62/79,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,79,,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie,,,,,Operational,Original
grib2/3/62/80-83,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,80-83,,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie,,,,,Operational,Original
grib2/3/62/84,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,84,,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie,,,,,Operational,Original
grib2/3/62/85-88,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,85-88,,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie,,,,,Operational,Original
grib2/3/62/89-92,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,89-92,,La1 - latitude du premier point de la grille,,,,,Operational,Original
grib2/3/62/93-96,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,93-96,,Lo1 - longitude du premier point de la grille,,,,,Operational,Original
grib2/3/62/97,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,97,,Indicateurs de résolution et de composantes,(voir la table d'indicateurs 3.3),,,,Operational,Original
grib2/3/62/98-101,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,98-101,,LaD - latitude pour laquelle Dx et Dy sont précisées,,,,,Operational,Original
grib2/3/62/102-105,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,102-105,,LoV - orientation de la grille,,,,,Operational,Original
grib2/3/62/106,Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,106,,Centre de la projection,(voir la table d'indicateurs 3.5),,,,Operational,Original
