ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/53/10,"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",10,1,Catégorie du paramètre,(voir la table de code 4.1),,4.1,,Operational,Original
grib2/4/53/11,"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",11,1,Numéro du paramètre,(voir la table de code 4.2 et les notes 2 et 3),"60,121",4.2,,Operational,Original
grib2/4/53/12,"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",12,1,Numéro de table de partition (PTN),(voir les notes 1 et 3),"6,121",,,Operational,Original
grib2/4/53/13,"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",13,1,Nombre de partitions (NP),(voir la note 1),6,,,Operational,Original
grib2/4/53/14-(14+2NP-1),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",14-(14+2NP-1),,Ensemble de partitions (énumérer tous les numéros de partition de cet ensemble),(voir la table de code 4.PTN et la note 1),6,4.PTN,,Operational,Original
grib2/4/53/(14+2NP)-(15+2NP),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(14+2NP)-(15+2NP),,Numéro de partition (PN),(voir la table de code 4.PTN et la note 3),121,4.PTN,,Operational,Original
grib2/4/53/(16+2NP),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(16+2NP),,Type du processus de production,(voir la table de code 4.3),,4.3,,Operational,Original
grib2/4/53/(17+2NP),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(17+2NP),,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,Original
grib2/4/53/(18+2NP),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(18+2NP),,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Operational,Original
grib2/4/53/(19+2NP)-(20+2NP),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(19+2NP)-(20+2NP),,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note1),6,,,Operational,Original
grib2/4/53/(21+2NP),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(21+2NP),,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,Original
grib2/4/53/(22+2NP),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(22+2NP),,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,4.4,,Operational,Original
grib2/4/53/(23+2NP)-(26+2NP),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(23+2NP)-(26+2NP),,Heure de la prévision exprimée dans l'unité précisée par l'octet précédent,,,,,Operational,Original
grib2/4/53/(27+2NP),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(27+2NP),,Type de la première surface spécifiée,(voir la table de code 4.5),,4.5,,Operational,Original
grib2/4/53/(28+2NP),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(28+2NP),,Facteur d'échelle - première surface spécifiée,,,,,Operational,Original
grib2/4/53/(29+2NP)-(32+2NP),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(29+2NP)-(32+2NP),,Valeur ajustée - première surface spécifiée,,,,,Operational,Original
grib2/4/53/(33+2NP),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(33+2NP),,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,4.5,,Operational,Original
grib2/4/53/(34+2NP),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(34+2NP),,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,Original
grib2/4/53/(35+2NP)-(38+2NP),"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(35+2NP)-(38+2NP),,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,Original
