ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/3/63/15,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,15,,Type de représentation des données spectrales,(voir la table de code 3.6),,,,Operational,Original
grib2/3/63/16-19,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,16-19,,N - paramètre de résolution avec transformée de Fourier 2D,,,,,Operational,Original
grib2/3/63/20-23,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,20-23,,M - paramètre de résolution avec transformée de Fourier 2D,,,,,Operational,Original
grib2/3/63/24,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,24,,Type de troncature avec transformée de Fourier 2D,(voir la table de code 3.25),,,,Operational,Original
grib2/3/63/25-32,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,25-32,,Lx - taille en mètres du domaine le long de l'axe des x,,,,,Operational,Original
grib2/3/63/33-40,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,33-40,,Lux - taille en mètres du sous-domaine de prévision numérique le long de l'axe des x,,,,,Operational,Original
grib2/3/63/41-48,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,41-48,,Lcx - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des X,,,,,Operational,Original
grib2/3/63/49-56,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,49-56,,Ly - taille en mètres du domaine le long de l'axe des y,,,,,Operational,Original
grib2/3/63/57-64,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,57-64,,Luy - taille en mètres du sous-domaine de prévision numérique le long de l'axe des y,,,,,Operational,Original
grib2/3/63/65-72,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,65-72,,Lcy - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des y,,,,,Operational,Original
grib2/3/63/73,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,73,,Forme de la Terre,(voir la table de code 3.2),,,,Operational,Original
grib2/3/63/74,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,74,,Facteur d'échelle du rayon de la Terre sphérique,,,,,Operational,Original
grib2/3/63/75-78,Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,75-78,,Valeur ajustée du rayon de la Terre sphérique,,,,,Operational,Original
