ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/1100/10,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,10,1,Catégorie du paramètre,(voir la table de code 4.1),,4.1,,Experimental,Original
grib2/4/1100/11,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,11,1,Numéro du paramètre,(voir la table de code 4.2),,4.2,,Experimental,Original
grib2/4/1100/12,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,12,1,Type du processus de production,(voir la table de code 4.3),,4.3,,Experimental,Original
grib2/4/1100/13,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,13,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Experimental,Original
grib2/4/1100/14,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,14,1,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine),,,,,Experimental,Original
grib2/4/1100/15-16,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,15-16,2,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir la note),33,,,Experimental,Original
grib2/4/1100/17,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,17,1,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Experimental,Original
grib2/4/1100/18,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,18,1,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,4.4,,Experimental,Original
grib2/4/1100/19-22,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,19-22,4,Heure de la prévision exprimée dans l'unité précisée par l'octet 18,,,,,Experimental,Original
grib2/4/1100/23,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,23,1,Type de la première surface spécifiée,(voir la table de code 4.5),,4.5,,Experimental,Original
grib2/4/1100/24,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,24,1,Facteur d'échelle - première surface spécifiée,,,,,Experimental,Original
grib2/4/1100/25-28,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,25-28,4,Valeur ajustée - première surface spécifiée,,,,,Experimental,Original
grib2/4/1100/29,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,29,1,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,4.5,,Experimental,Original
grib2/4/1100/30,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,30,1,Facteur d'échelle - deuxième surface spécifiée,,,,,Experimental,Original
grib2/4/1100/31-34,Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,31-34,4,Valeur ajustée – deuxième surface spécifiée,,,,,Experimental,Original
