ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/45/10,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",10,,Catégorie du paramètre,(voir la table de code 4.1),,,,Operational,Original
grib2/4/45/11,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",11,,Numéro du paramètre,(voir la table de code 4.2),,,,Operational,Original
grib2/4/45/12-13,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",12-13,,Type d'aérosol,(voir la table de code 4.233),,,,Operational,Original
grib2/4/45/14,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",14,,Type d'intervalle pour la première et la deuxième taille,(voir la table de code 4.91),,,,Operational,Original
grib2/4/45/15,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",15,,Facteur d'échelle de la première taille,,,,,Operational,Original
grib2/4/45/16-19,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",16-19,,Valeur ajustée de la première taille en mètres,,,,,Operational,Original
grib2/4/45/20,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",20,,Facteur d'échelle de la deuxième taille,,,,,Operational,Original
grib2/4/45/21-24,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",21-24,,Valeur ajustée de la deuxième taille en mètres,,,,,Operational,Original
grib2/4/45/25,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",25,,Type du processus de production,(voir la table de code 4.3),,,,Operational,Original
grib2/4/45/26,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",26,,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,Original
grib2/4/45/27,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",27,,Indicateur du processus de production de la prévision (défini par le centre d'origine),,,,,Operational,Original
grib2/4/45/28-29,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",28-29,,Limite (heures) de tombée des données d'observation après l'heure de référence,(voir note),,,,Operational,Original
grib2/4/45/30,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",30,,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,Original
grib2/4/45/31,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",31,,Indicateur d'unité de l'intervalle de temps,(voir la table de code 4.4),,,,Operational,Original
grib2/4/45/32-35,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",32-35,,Heure de la prévision exprimée dans l'unité précisée par l'octet 31,,,,,Operational,Original
grib2/4/45/36,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",36,,Type de la première surface spécifiée,(voir la table de code 4.5),,,,Operational,Original
grib2/4/45/37,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",37,,Facteur d'échelle - première surface spécifiée,,,,,Operational,Original
grib2/4/45/38-41,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",38-41,,Valeur ajustée - première surface spécifiée,,,,,Operational,Original
grib2/4/45/42,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",42,,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,,,Operational,Original
grib2/4/45/43,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",43,,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,Original
grib2/4/45/44-47,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",44-47,,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,Original
grib2/4/45/48,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",48,,Type de la prévision d'ensemble,(voir la table de code 4.6),,,,Operational,Original
grib2/4/45/49,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",49,,Numéro de la perturbation,,,,,Operational,Original
grib2/4/45/50,"Modèle de définition du produit 4.45 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",50,,Nombre de prévisions dans l'ensemble,,,,,Operational,Original
