ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/122/10,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,10,1,Catégorie du paramètre,((voir la table de code 4.1)),,4.1,,Operational,AI Engine
grib2/4/122/11,Prévisions de probabilité avec traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu,11,1,Numéro du paramètre,((voir la table de code 4.2)),,4.2,,Operational,AI Engine
grib2/4/122/12,Prévisions de probabilité avec traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale sur un intervalle de temps continu ou non continu,12,1,Type du processus de production,((voir la table de code 4.3)),,4.3,,Operational,AI Engine
grib2/4/122/13,Prévisions de probabilité avec traitement spatio-temporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu,13,1,Indicateur du processus de production de base (défini par le centre d'origine),,,,,Operational,AI Engine
grib2/4/122/14,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,14,1,Indicateur du processus de production de la prévision (défini par le centre d'origine),,,,,Operational,AI Engine
grib2/4/122/15-16,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,15-16,2,Limite (heures) de tombée des données d'observation après l'heure de référence,((voir la note 1)),33,,,Operational,AI Engine
grib2/4/122/17,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,17,1,Limite (minutes) de tombée des données d'observation après l'heure de référence,,,,,Operational,AI Engine
grib2/4/122/18,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,18,1,Indicateur d'unité de l'intervalle de temps,((voir la table de code 4.4)),,4.4,,Operational,AI Engine
grib2/4/122/19-22,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,19-22,4,Heure de la prévision exprimée dans l'unité précisée par l'octet 18,((voir la note 2)),111,,,Operational,AI Engine
grib2/4/122/23,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,23,1,Type de la première surface spécifiée,((voir la table de code 4.5)),,4.5,,Operational,AI Engine
grib2/4/122/24,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,24,1,Facteur d'échelle - première surface spécifiée,,,,,Operational,AI Engine
grib2/4/122/25-28,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,25-28,4,Valeur ajustée - première surface spécifiée,,,,,Operational,AI Engine
grib2/4/122/29,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,29,1,Type de la deuxième surface spécifiée,((voir la table de code 4.5)),,4.5,,Operational,AI Engine
grib2/4/122/30,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,30,1,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,AI Engine
grib2/4/122/31-34,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,31-34,4,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,AI Engine
grib2/4/122/35,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,35,1,Type de la prévision d'ensemble,((voir la table de code 4.6)),,4.6,,Operational,AI Engine
grib2/4/122/36-39,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,36-39,4,Nombre de prévisions dans l'ensemble,,,,,Operational,AI Engine
grib2/4/122/40,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,40,1,Numéro de la probabilité prévue,,,,,Operational,AI Engine
grib2/4/122/41,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,41,1,Nombre total de probabilités prévues,,,,,Operational,AI Engine
grib2/4/122/42,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,42,1,Type de probabilité,((voir la table de code 4.9)),,4.9,,Operational,AI Engine
grib2/4/122/43,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,43,1,Facteur d'échelle - limite inférieure,,,,,Operational,AI Engine
grib2/4/122/44-47,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,44-47,4,Valeur ajustée - limite inférieure,,,,,Operational,AI Engine
grib2/4/122/48,Prévisions de probabilité avec un traitement spatiotemporel basé sur des statistiques focales (fenêtre mobile) à un niveau horizontal ou dans une couche horizontale dans un intervalle de temps continu ou non continu.,48,1,Facteur d'échelle - limite supérieure,,,,,Operational,AI Engine
